Independent Variables
"19,117489.37,56.49,1,14"
"5,117446.23,56.46,1,9"
"6,117206.88,56.35,1,18"
"6,116976.44,56.24,1,17"
"3,116784.25,56.15,1,12"
"15,88595.5,42.59,1,20"
"6,88589.28,42.59,1,8"
"6,88589.28,42.59,1,2"
"6,88589.28,42.59,1,3"
"6,88589.28,42.59,1,5"
"6,88589.28,42.59,1,20"
"6,88589.28,42.59,1,16"
"6,88589.28,42.59,1,9"
"6,88589.06,42.59,1,6"
"6,88589.06,42.59,1,14"
"4,88584.3,42.59,1,18"
"4,88580.64,42.59,1,5"
"10,88578.19,42.59,1,17"
"17,97031.84,35.88,1,1"
"6,88522.76,42.56,1,2"
"14,88504,42.55,1,13"
"15,88499.17,42.55,1,12"
"8,88487.36,42.54,1,16"
"13,88376.39,42.49,1,2"
"17,88131.04,42.37,1,4"
"17,97031.84,35.88,1,12"
"15,88334.4,42.47,1,13"
"17,97031.84,35.88,1,5"
"17,88131.04,32.59,1,5"
"8,88139.97,42.37,1,7"
"4,97000,46.63,1,11"
"17,88131.04,32.59,1,8"
"15,88135.75,42.37,1,5"
"3,96960.35,46.62,1,2"
"17,88131.04,42.37,1,3"
"17,88131.04,32.59,1,14"
"17,88131.04,32.59,1,2"
"17,88131.04,32.59,1,4"
"17,88131.04,32.59,1,4"
"17,88131.04,42.37,1,14"
"17,88131.04,32.59,1,20"
"17,88131.04,32.59,1,8"
"17,88131.04,42.37,1,4"
"17,88131.04,42.37,1,7"
"17,88131.04,32.59,1,11"
"17,88131.04,32.59,1,11"
"17,88131.04,32.59,1,9"
"17,88131.04,42.37,1,3"
"17,88131.04,42.37,1,9"
"17,88131.04,32.59,1,9"
"17,88131.04,32.59,1,9"
"17,88131.04,32.59,1,1"
"17,88131.04,32.59,1,3"
"17,88131.04,32.59,1,4"
"17,88131.04,32.59,1,9"
"17,88131.04,42.37,1,12"
"17,88131.04,42.37,1,3"
"17,88131.04,32.59,1,19"
"17,88131.04,32.59,1,15"
"17,88131.04,32.59,1,20"
"17,88131.04,32.59,1,8"
"17,88131.04,32.59,1,10"
"17,88131.04,32.59,1,18"
"17,88131.04,42.37,1,16"
"17,88131.04,32.59,1,5"
"6,96859.04,46.57,1,20"
